Value,Date,Type_id,Description
368835.464,2020-01-25 00:00:00+01:00,2,No CO2 emission eq.
437601.79649999994,2020-01-26 00:00:00+01:00,2,No CO2 emission eq.
563611.8829999999,2020-01-27 00:00:00+01:00,2,No CO2 emission eq.
530467.1784999999,2020-01-28 00:00:00+01:00,2,No CO2 emission eq.
518545.65200000006,2020-01-29 00:00:00+01:00,2,No CO2 emission eq.
524439.3354999999,2020-01-30 00:00:00+01:00,2,No CO2 emission eq.
498832.7135,2020-01-31 00:00:00+01:00,2,No CO2 emission eq.
532455.331,2020-02-01 00:00:00+01:00,2,No CO2 emission eq.
468994.01999999996,2020-02-02 00:00:00+01:00,2,No CO2 emission eq.
451967.29600000003,2020-02-03 00:00:00+01:00,2,No CO2 emission eq.
505300.99950000003,2020-02-04 00:00:00+01:00,2,No CO2 emission eq.
502353.5585,2020-02-05 00:00:00+01:00,2,No CO2 emission eq.
494317.5770000001,2020-02-06 00:00:00+01:00,2,No CO2 emission eq.
453053.05250000005,2020-02-07 00:00:00+01:00,2,No CO2 emission eq.
391140.957,2020-02-08 00:00:00+01:00,2,No CO2 emission eq.
471035.60299999994,2020-02-09 00:00:00+01:00,2,No CO2 emission eq.
551000.792,2020-02-10 00:00:00+01:00,2,No CO2 emission eq.
445355.79,2020-02-11 00:00:00+01:00,2,No CO2 emission eq.
402708.9809999999,2020-02-12 00:00:00+01:00,2,No CO2 emission eq.
466572.7125,2020-02-13 00:00:00+01:00,2,No CO2 emission eq.
435069.9149999999,2020-02-14 00:00:00+01:00,2,No CO2 emission eq.
440934.641,2020-02-15 00:00:00+01:00,2,No CO2 emission eq.
491760.59700000007,2020-02-16 00:00:00+01:00,2,No CO2 emission eq.
492132.5359999999,2020-02-17 00:00:00+01:00,2,No CO2 emission eq.
456574.2345000001,2020-02-18 00:00:00+01:00,2,No CO2 emission eq.
447067.965,2020-02-19 00:00:00+01:00,2,No CO2 emission eq.
469346.7855,2020-02-20 00:00:00+01:00,2,No CO2 emission eq.
457172.34799999994,2020-02-21 00:00:00+01:00,2,No CO2 emission eq.
404887.00349999993,2020-02-22 00:00:00+01:00,2,No CO2 emission eq.
388971.14449999994,2020-02-23 00:00:00+01:00,2,No CO2 emission eq.
430768.6545000001,2020-02-24 00:00:00+01:00,2,No CO2 emission eq.
521390.7104999999,2020-02-25 00:00:00+01:00,2,No CO2 emission eq.
582334.5795000001,2020-02-26 00:00:00+01:00,2,No CO2 emission eq.
612680.368,2020-02-27 00:00:00+01:00,2,No CO2 emission eq.
507783.19450000004,2020-02-28 00:00:00+01:00,2,No CO2 emission eq.
560075.058,2020-02-29 00:00:00+01:00,2,No CO2 emission eq.
583098.4580000002,2020-03-01 00:00:00+01:00,2,No CO2 emission eq.
636733.5435,2020-03-02 00:00:00+01:00,2,No CO2 emission eq.
660705.934,2020-03-03 00:00:00+01:00,2,No CO2 emission eq.
626648.4205,2020-03-04 00:00:00+01:00,2,No CO2 emission eq.
672015.4824999999,2020-03-05 00:00:00+01:00,2,No CO2 emission eq.
706640.2895000001,2020-03-06 00:00:00+01:00,2,No CO2 emission eq.
571785.0414999999,2020-03-07 00:00:00+01:00,2,No CO2 emission eq.
524007.73449999996,2020-03-08 00:00:00+01:00,2,No CO2 emission eq.
599449.145,2020-03-09 00:00:00+01:00,2,No CO2 emission eq.
533626.928,2020-03-10 00:00:00+01:00,2,No CO2 emission eq.
460930.915,2020-03-11 00:00:00+01:00,2,No CO2 emission eq.
460045.1455,2020-03-12 00:00:00+01:00,2,No CO2 emission eq.
502651.944,2020-03-13 00:00:00+01:00,2,No CO2 emission eq.
418593.0,2020-03-14 00:00:00+01:00,2,No CO2 emission eq.
471927.0115,2020-03-15 00:00:00+01:00,2,No CO2 emission eq.
586511.437,2020-03-16 00:00:00+01:00,2,No CO2 emission eq.
555607.9200000002,2020-03-17 00:00:00+01:00,2,No CO2 emission eq.
479340.86650000006,2020-03-18 00:00:00+01:00,2,No CO2 emission eq.
462832.02800000005,2020-03-19 00:00:00+01:00,2,No CO2 emission eq.
464949.34099999996,2020-03-20 00:00:00+01:00,2,No CO2 emission eq.
399103.82100000005,2020-03-21 00:00:00+01:00,2,No CO2 emission eq.
366437.18299999996,2020-03-22 00:00:00+01:00,2,No CO2 emission eq.
450438.9910000001,2020-03-23 00:00:00+01:00,2,No CO2 emission eq.
461082.79649999994,2020-03-24 00:00:00+01:00,2,No CO2 emission eq.
416853.08700000006,2020-03-25 00:00:00+01:00,2,No CO2 emission eq.
529870.1984999999,2020-03-26 00:00:00+01:00,2,No CO2 emission eq.
452010.3225,2020-03-27 00:00:00+01:00,2,No CO2 emission eq.
393945.8950000001,2020-03-28 00:00:00+01:00,2,No CO2 emission eq.
442642.7334999999,2020-03-29 00:00:00+01:00,2,No CO2 emission eq.
504581.5335000001,2020-03-30 00:00:00+02:00,2,No CO2 emission eq.
483509.695,2020-03-31 00:00:00+02:00,2,No CO2 emission eq.
405307.83499999996,2020-04-01 00:00:00+02:00,2,No CO2 emission eq.
430277.772,2020-04-02 00:00:00+02:00,2,No CO2 emission eq.
444160.13049999997,2020-04-03 00:00:00+02:00,2,No CO2 emission eq.
446138.253,2020-04-04 00:00:00+02:00,2,No CO2 emission eq.
433590.2865,2020-04-05 00:00:00+02:00,2,No CO2 emission eq.
364127.2695,2020-04-06 00:00:00+02:00,2,No CO2 emission eq.
360822.6345,2020-04-07 00:00:00+02:00,2,No CO2 emission eq.
356080.5275,2020-04-08 00:00:00+02:00,2,No CO2 emission eq.
345941.02300000004,2020-04-09 00:00:00+02:00,2,No CO2 emission eq.
